a_id,q_id,predict_label_SFRN,next_high_class,predict_label_A,truth_label,prob_incorrect_SFRN,prob_partial_correct_SFRN,prob_correct_SFRN,prob_incorrect_A,prob_partial_correct_A,prob_correct_A
pe.ke.2.562@test.com_Lab1_Q2,1,1,0,1,0,0.24621458,0.6040254,0.14976004,0.04218297,0.9534186,0.004398337
pe.ke.2.289@test.com_Lab1_Q2,1,1,2,2,1,0.24651086,0.4508201,0.302669,0.09288681,0.11689488,0.7902183
pe.ke.2.574@test.com_Lab1_Q2,1,2,1,1,1,0.08799248,0.10890668,0.8031008,0.12065847,0.70684004,0.17250144
pe.ke.2.274@test.com_Lab1_Q2,1,2,1,2,1,0.110414594,0.1395492,0.75003624,0.022470875,0.005198084,0.97233105
pe.ke.2.556@test.com_Lab1_Q2,1,2,1,2,1,0.0705701,0.07292787,0.856502,0.08068115,0.07294174,0.84637713
pe.ke.2.355@test.com_Lab1_Q2,1,2,1,2,1,0.11840759,0.13649411,0.7450983,0.024674622,0.0066024843,0.9687228
pe.ke.3.970@test.com_Lab1_Q2,1,1,2,0,0,0.13279444,0.61324584,0.25395977,0.9336793,0.057172373,0.00914836
pe.ke.4.904@test.com_Lab1_Q2,1,0,1,0,0,0.9950983,0.004073682,0.0008279679,0.9966054,0.002172664,0.0012218555
pe.ke.4.307@test.com_Lab1_Q2,1,0,1,2,0,0.7637379,0.17381017,0.06245193,0.17439365,0.24925181,0.57635456
pe.ke.4.841@test.com_Lab1_Q2,1,1,2,2,1,0.17808892,0.46047038,0.3614408,0.03136008,0.01030506,0.95833486
pe.ke.4.439@test.com_Lab1_Q2,1,2,1,2,1,0.16839793,0.39736181,0.43424025,0.15466586,0.24677391,0.5985602
pe.ke.4.109@test.com_Lab1_Q2,1,2,1,1,0,0.12499069,0.1378076,0.7372017,0.116639875,0.7490894,0.1342707
pe.ke.4.583@test.com_Lab1_Q2,1,2,1,1,1,0.09303992,0.10321356,0.80374646,0.15860528,0.7633651,0.07802963
pe.ke.4.238@test.com_Lab1_Q2,1,1,2,1,1,0.14704469,0.6197515,0.2332038,0.043370057,0.9409228,0.015707199
speed.mass.2.937@test.com_Lab1_Q2,1,2,1,1,0,0.17815466,0.37066796,0.45117736,0.05194123,0.9391673,0.00889148
speed.mass.2.991@test.com_Lab1_Q2,1,1,2,1,1,0.086291976,0.75228786,0.16142017,0.022334851,0.9743688,0.0032963206
speed.mass.2.925@test.com_Lab1_Q2,1,1,2,1,1,0.0753492,0.7903677,0.13428308,0.026148017,0.97078896,0.003062993
speed.mass.2.934@test.com_Lab1_Q2,1,2,1,1,1,0.12601754,0.20865725,0.6653252,0.03134009,0.9587797,0.009880237
speed.mass.2.433@test.com_Lab1_Q2,1,1,2,1,0,0.16689047,0.537143,0.2959665,0.16426688,0.82691365,0.008819449
speed.mass.2.874@test.com_Lab1_Q2,1,1,2,1,1,0.14209864,0.59452593,0.26337543,0.023934497,0.9687109,0.0073545985
speed.mass.2.127@test.com_Lab1_Q2,1,1,0,0,0,0.32737178,0.5076233,0.1650049,0.9926139,0.0059420983,0.0014439367
speed.mass.2.571@test.com_Lab1_Q2,1,2,1,2,1,0.163548,0.2389241,0.5975279,0.053779196,0.020984147,0.92523664
speed.mass.2.574@test.com_Lab1_Q2,1,0,1,0,0,0.964989,0.02783546,0.0071756216,0.98747814,0.009710105,0.0028117404
speed.mass.2.859@test.com_Lab1_Q2,1,1,2,0,1,0.18053183,0.6248735,0.19459459,0.5354015,0.45381987,0.010778698
speed.mass.2.493@test.com_Lab1_Q2,1,1,2,1,0,0.15066634,0.59486824,0.25446537,0.024913095,0.96963924,0.005447657
speed.mass.3.289@test.com_Lab1_Q2,1,1,2,1,1,0.0966224,0.75295424,0.15042338,0.036463495,0.9514298,0.012106735
speed.mass.3.106@test.com_Lab1_Q2,1,1,2,0,0,0.17941613,0.42201298,0.3985709,0.9623186,0.030752342,0.0069290493
speed.mass.3.784@test.com_Lab1_Q2,1,1,2,1,1,0.15687373,0.46459827,0.37852797,0.08677446,0.79454315,0.118682355
speed.mass.3.577@test.com_Lab1_Q2,1,1,2,1,1,0.17280315,0.53070205,0.29649478,0.03503679,0.9566444,0.008318836
speed.mass.3.202@test.com_Lab1_Q2,1,1,2,1,1,0.17424019,0.6514371,0.17432271,0.041734647,0.95367324,0.0045921328
speed.mass.3.760@test.com_Lab1_Q2,1,0,1,0,0,0.9194026,0.06284664,0.017750863,0.99177986,0.0070987106,0.0011213901
speed.mass.3.679@test.com_Lab1_Q2,1,1,2,2,2,0.12492236,0.5053599,0.36971772,0.060805757,0.031072503,0.9081218
speed.mass.3.931@test.com_Lab1_Q2,1,1,0,0,0,0.3961776,0.4681301,0.13569234,0.996573,0.0024158915,0.0010111324
force.energy.1.358@test.com_Lab1_Q4,2,2,1,2,0,0.061566696,0.061706595,0.8767267,0.29294217,0.27126008,0.43579778
force.energy.1.640@test.com_Lab1_Q4,2,0,1,0,0,0.9325416,0.057569206,0.009889265,0.9983322,0.0013727349,0.00029503257
force.energy.1.196@test.com_Lab1_Q4,2,1,2,2,1,0.15381682,0.66179365,0.18438947,0.024447257,0.008782316,0.9667704
force.energy.1.409@test.com_Lab1_Q4,2,1,2,0,0,0.10194619,0.7276996,0.17035417,0.62882656,0.35736862,0.01380482
force.energy.1.946@test.com_Lab1_Q4,2,1,2,2,1,0.11618306,0.47983995,0.40397698,0.06615628,0.053272787,0.8805709
force.energy.1.859@test.com_Lab1_Q4,2,2,1,2,0,0.105375506,0.1490923,0.7455322,0.15273073,0.24258813,0.60468113
force.energy.1.103@test.com_Lab1_Q4,2,0,1,0,0,0.49821964,0.4235959,0.07818435,0.9625454,0.03463566,0.0028189179
force.energy.1.484@test.com_Lab1_Q4,2,2,1,2,1,0.10781629,0.119972885,0.77221084,0.072634704,0.042652644,0.88471264
force.energy.4.664@test.com_Lab1_Q4,2,1,0,1,0,0.293507,0.57553715,0.13095577,0.17577387,0.8185724,0.0056537543
force.energy.4.796@test.com_Lab1_Q4,2,1,2,2,1,0.14766093,0.61180776,0.24053131,0.110905826,0.16097455,0.7281196
force.energy.4.496@test.com_Lab1_Q4,2,1,2,0,2,0.08804664,0.7861438,0.1258096,0.92315733,0.07417693,0.002665705
force.energy.4.493@test.com_Lab1_Q4,2,1,0,1,0,0.4520552,0.47916996,0.06877485,0.124981344,0.8718963,0.0031222657
pe.ke.1.931@test.com_Lab1_Q4,2,2,1,2,2,0.076537065,0.09311236,0.8303505,0.097818114,0.11063362,0.7915483
pe.ke.1.838@test.com_Lab1_Q4,2,1,2,0,1,0.111435965,0.6854351,0.20312892,0.97544664,0.020409219,0.004144223
pe.ke.1.529@test.com_Lab1_Q4,2,1,0,0,1,0.17705439,0.69710857,0.125837,0.831403,0.16431583,0.004281127
pe.ke.1.442@test.com_Lab1_Q4,2,0,1,0,0,0.6913932,0.27278578,0.03582101,0.9702012,0.02844378,0.00135498
pe.ke.1.853@test.com_Lab1_Q4,2,1,2,1,0,0.12050913,0.5924555,0.28703535,0.04927253,0.94565034,0.0050771986
pe.ke.1.358@test.com_Lab1_Q4,2,2,1,1,1,0.10152206,0.2501486,0.6483294,0.026647843,0.9656028,0.0077493484
pe.ke.2.487@test.com_Lab1_Q4,2,1,2,2,2,0.06375477,0.79052055,0.14572465,0.056615725,0.058148906,0.88523537
pe.ke.2.112@test.com_Lab1_Q4,2,1,2,1,1,0.10220138,0.6434132,0.25438544,0.08343831,0.87318766,0.04337402
pe.ke.2.211@test.com_Lab1_Q4,2,1,2,1,1,0.079639174,0.7789786,0.14138223,0.06584059,0.907247,0.026912365
pe.ke.2.607@test.com_Lab1_Q4,2,2,1,1,1,0.07523928,0.44651225,0.47824845,0.051470567,0.9086865,0.039842933
pe.ke.2.562@test.com_Lab1_Q4,2,2,1,1,2,0.087616675,0.20168647,0.7106969,0.08479425,0.80231917,0.11288661
pe.ke.2.289@test.com_Lab1_Q4,2,1,2,1,1,0.13498007,0.5616553,0.3033647,0.017238142,0.97919613,0.0035657336
pe.ke.2.574@test.com_Lab1_Q4,2,2,1,2,2,0.06944932,0.13075006,0.79980063,0.09878797,0.19223315,0.7089789
pe.ke.2.274@test.com_Lab1_Q4,2,1,2,1,1,0.09594194,0.7361556,0.16790253,0.2651111,0.73056537,0.00432358
pe.ke.2.556@test.com_Lab1_Q4,2,2,1,2,1,0.050896842,0.084716916,0.8643863,0.056110803,0.0328076,0.9110816
pe.ke.2.355@test.com_Lab1_Q4,2,1,2,1,1,0.058604773,0.84703887,0.0943563,0.08193755,0.7422519,0.17581052
pe.ke.3.970@test.com_Lab1_Q4,2,1,2,0,0,0.06558177,0.8670641,0.067354016,0.86332786,0.13328636,0.0033858027
pe.ke.4.904@test.com_Lab1_Q4,2,0,1,0,0,0.99999475,4.848331e-06,3.1105122e-07,0.97618586,0.02213627,0.001677961
pe.ke.4.307@test.com_Lab1_Q4,2,1,2,2,1,0.16720082,0.5765052,0.25629398,0.15909855,0.29260164,0.5482998
pe.ke.4.841@test.com_Lab1_Q4,2,1,2,1,0,0.043006964,0.88490033,0.072092704,0.32076088,0.6755331,0.0037060045
pe.ke.4.439@test.com_Lab1_Q4,2,2,1,1,1,0.08688073,0.19383089,0.7192884,0.0808702,0.830061,0.08906881
pe.ke.4.109@test.com_Lab1_Q4,2,0,1,0,0,0.8237502,0.15418284,0.022067027,0.9903662,0.0079212105,0.0017125373
pe.ke.4.583@test.com_Lab1_Q4,2,1,2,1,0,0.04149123,0.8653005,0.0932083,0.024717914,0.972385,0.0028971387
pe.ke.4.238@test.com_Lab1_Q4,2,1,2,1,1,0.07716957,0.6308824,0.29194802,0.056824785,0.8871451,0.05603015
speed.mass.2.937@test.com_Lab1_Q4,2,1,2,2,2,0.0971543,0.4930919,0.4097538,0.092528306,0.086249456,0.82122225
speed.mass.2.991@test.com_Lab1_Q4,2,1,2,1,0,0.07029039,0.8240992,0.10561032,0.025385384,0.9724999,0.0021146745
speed.mass.2.925@test.com_Lab1_Q4,2,1,2,1,1,0.066673644,0.7892195,0.14410684,0.06381314,0.9287916,0.0073952824
speed.mass.2.934@test.com_Lab1_Q4,2,1,0,0,0,0.1281533,0.7632292,0.10861744,0.8442973,0.14873211,0.0069705835
speed.mass.2.433@test.com_Lab1_Q4,2,1,2,1,0,0.07559247,0.8426515,0.081756085,0.044275675,0.95384747,0.0018768064
speed.mass.2.874@test.com_Lab1_Q4,2,1,2,1,2,0.11106661,0.63691556,0.25201783,0.031020897,0.9643234,0.00465568
speed.mass.2.127@test.com_Lab1_Q4,2,1,0,0,0,0.06563851,0.8745598,0.059801668,0.99563843,0.0038185248,0.0005431303
speed.mass.2.571@test.com_Lab1_Q4,2,1,2,0,1,0.053188354,0.8934006,0.053411115,0.95483476,0.04294334,0.002221852
speed.mass.2.859@test.com_Lab1_Q4,2,1,2,1,1,0.18183188,0.603667,0.21450111,0.026108017,0.97024465,0.0036474152
speed.mass.2.493@test.com_Lab1_Q4,2,0,1,0,1,0.6089746,0.34322223,0.04780324,0.7681784,0.22667624,0.0051453575
speed.mass.3.289@test.com_Lab1_Q4,2,1,2,1,0,0.12859851,0.7309094,0.14049211,0.38058874,0.6078321,0.01157913
speed.mass.3.106@test.com_Lab1_Q4,2,2,1,1,0,0.10561315,0.30617106,0.5882158,0.12247087,0.7976909,0.079838164
speed.mass.3.784@test.com_Lab1_Q4,2,1,2,1,0,0.04367588,0.87052673,0.08579744,0.019369675,0.9786612,0.001969183
speed.mass.3.577@test.com_Lab1_Q4,2,1,2,2,1,0.12738632,0.5533368,0.3192769,0.05563506,0.03724772,0.9071172
speed.mass.3.202@test.com_Lab1_Q4,2,1,0,1,0,0.15024382,0.71302885,0.1367273,0.018404711,0.9800283,0.0015669704
speed.mass.3.736@test.com_Lab1_Q4,2,1,0,0,0,0.3241266,0.55900544,0.116867885,0.86666894,0.12701821,0.0063128364
speed.mass.3.760@test.com_Lab1_Q4,2,1,2,1,0,0.085774794,0.7319864,0.18223888,0.018167121,0.9798362,0.0019966434
speed.mass.3.679@test.com_Lab1_Q4,2,1,2,1,2,0.080172196,0.7090269,0.21080095,0.05966736,0.93797493,0.0023577276
energy.mass.4.754@test.com_Lab2_Q3,3,2,1,2,2,0.015265629,0.02270583,0.96202856,0.027648676,0.007935053,0.9644162
energy.mass.4.211@test.com_Lab2_Q3,3,0,1,2,1,0.93373114,0.056784704,0.00948409,0.102639705,0.18163365,0.7157266
energy.mass.5.256@test.com_Lab2_Q3,3,1,2,0,0,0.04960488,0.70190024,0.24849485,0.56601584,0.42645472,0.0075293616
energy.mass.5.619@test.com_Lab2_Q3,3,2,1,2,2,0.04277064,0.1156241,0.84160525,0.022646597,0.0058011645,0.9715522
energy.mass.5.634@test.com_Lab2_Q3,3,1,2,2,1,0.058207132,0.6868917,0.25490123,0.033976387,0.01515141,0.95087224
energy.mass.5.397@test.com_Lab2_Q3,3,1,0,1,0,0.2534839,0.6417832,0.104732946,0.029742396,0.9597837,0.010473882
mass.force.4.451@test.com_Lab2_Q3,3,0,1,1,2,0.47107205,0.45913678,0.06979112,0.041285135,0.93791294,0.020801958
mass.force.4.229@test.com_Lab2_Q3,3,1,2,1,2,0.0334005,0.83302563,0.13357385,0.08677497,0.9090519,0.0041731503
mass.force.4.463@test.com_Lab2_Q3,3,0,1,1,0,0.4888625,0.4639857,0.047151722,0.029874876,0.9650056,0.005119468
mass.force.4.274@test.com_Lab2_Q3,3,1,0,1,1,0.12256353,0.7803164,0.09712014,0.06826024,0.8608521,0.07088761
mass.force.4.160@test.com_Lab2_Q3,3,1,0,0,1,0.09801806,0.8677657,0.034216203,0.9254992,0.07060017,0.00390062
mass.force.4.310@test.com_Lab2_Q3,3,1,2,2,2,0.060231853,0.6385497,0.30121848,0.035489183,0.015414148,0.9490967
mass.force.4.367@test.com_Lab2_Q3,3,1,0,1,1,0.10044285,0.8711725,0.028384646,0.4954575,0.49784076,0.0067017
mass.force.5.979@test.com_Lab2_Q3,3,1,0,1,0,0.122024305,0.78359824,0.0943774,0.026151275,0.9666186,0.007230144
speed.energy.5.136@test.com_Lab2_Q3,3,1,2,1,0,0.089921765,0.66709375,0.24298446,0.07929663,0.91237146,0.00833188
speed.energy.5.724@test.com_Lab2_Q3,3,0,1,1,0,0.63650197,0.33393058,0.029567441,0.18150975,0.81366247,0.004827774
force.speed.1.523@test.com_Lab2_Q3,3,0,1,1,0,1.0,6.3805995e-11,7.376418e-13,0.026233831,0.96890163,0.004864492
force.speed.1.436@test.com_Lab2_Q3,3,1,0,0,1,0.3862232,0.5804988,0.0332779,0.55519664,0.43973675,0.0050666435
force.speed.1.256@test.com_Lab2_Q3,3,2,1,2,2,0.034363832,0.05715517,0.90848094,0.098091155,0.14043519,0.76147366
force.speed.1.808@test.com_Lab2_Q3,3,0,1,1,0,0.5338872,0.44016185,0.025950922,0.114684485,0.7058604,0.17945512
force.speed.1.511@test.com_Lab2_Q3,3,2,1,1,0,0.06367635,0.19549938,0.7408243,0.11186713,0.76069206,0.12744081
force.speed.1.709@test.com_Lab2_Q3,3,1,0,1,0,0.4345464,0.5000455,0.06540807,0.061314832,0.9299282,0.008756978
force.speed.1.925@test.com_Lab2_Q3,3,1,2,1,1,0.035292942,0.86082757,0.1038795,0.08533639,0.80103314,0.113630496
force.speed.1.784@test.com_Lab2_Q3,3,2,1,2,1,0.093381256,0.41298032,0.49363837,0.11091346,0.17345655,0.71563005
force.speed.3.277@test.com_Lab2_Q3,3,0,1,1,1,0.98713803,0.012074016,0.00078794506,0.04491766,0.9523869,0.0026953658
force.speed.3.388@test.com_Lab2_Q3,3,2,1,2,2,0.048618425,0.15188123,0.79950035,0.03710683,0.017751057,0.94514215
force.speed.3.496@test.com_Lab2_Q3,3,2,1,1,2,0.14702068,0.36967322,0.48330605,0.1619304,0.66689914,0.17117047
force.speed.3.790@test.com_Lab2_Q3,3,2,1,1,0,0.05601963,0.22936423,0.7146161,0.054236963,0.9370038,0.00875921
force.speed.3.853@test.com_Lab2_Q3,3,2,1,1,0,0.02491563,0.03565974,0.93942463,0.14944944,0.5443278,0.30622283
force.speed.3.835@test.com_Lab2_Q3,3,1,0,1,1,0.4140586,0.50797266,0.077968754,0.036469646,0.95505583,0.008474581
force.energy.4.658@test.com_Lab2_Q3,3,2,1,2,1,0.05554893,0.27974296,0.6647081,0.02286814,0.0062087947,0.970923
force.energy.4.133@test.com_Lab2_Q3,3,0,1,2,0,0.38948315,0.30985406,0.30066282,0.055819914,0.022832366,0.9213478
force.energy.4.637@test.com_Lab2_Q3,3,2,1,2,1,0.061807718,0.40165487,0.5365374,0.024717147,0.006990671,0.96829224
force.energy.4.664@test.com_Lab2_Q3,3,0,1,1,0,0.95338374,0.040566497,0.0060498025,0.2046377,0.78349936,0.0118629625
force.energy.4.796@test.com_Lab2_Q3,3,1,2,2,2,0.13579199,0.44924697,0.41496107,0.07795788,0.08007891,0.8419633
